customer_id,order_id,order_date,product_category,product_price,quantity,discount_pct,channel,country,days_since_last_order,total_orders,total_revenue,converted
C00014,ORD002867,2023-01-06,books,37.56,3,0.05,direct,UK,111,22,3057.99,0
C00280,ORD002868,2023-08-18,toys,156.56,2,0.23,referral,UK,331,49,1621.98,1
C00426,ORD002869,2023-12-22,sports,394.82,1,0.39,paid_search,DE,10,11,839.16,0
C00168,ORD002870,2023-06-04,sports,365.65,2,0.16,organic_search,US,103,10,3029.52,1
C00039,ORD002871,2023-12-27,books,32.52,3,0.34,email,US,330,20,1512.52,1
C00501,ORD002872,2023-05-08,toys,370.09,3,0.13,referral,US,365,19,888.42,1
C00411,ORD002873,2023-11-14,sports,301.35,1,0.29,email,CA,137,37,1130.92,1
C00979,ORD002874,2023-04-29,books,289.41,5,0.01,social,UK,343,38,4326.98,0
C00706,ORD002875,2023-06-27,clothing,259.13,5,0.28,social,AU,101,16,4137.91,0
C00101,ORD002876,2023-04-24,clothing,14.75,4,0.09,social,UK,322,44,1048.88,1
C00236,ORD002877,2023-08-05,home_garden,55.23,2,0.06,email,CA,11,41,2854.58,1
C00732,ORD002878,2023-08-23,clothing,32.21,2,0.14,social,US,204,4,636.31,0
C00335,ORD002879,2023-02-19,toys,19.03,1,0.15,social,CA,273,32,280.15,0
C00990,ORD002880,2023-05-17,books,498.85,1,0.11,paid_search,FR,351,44,1502.78,1
C00313,ORD002881,2023-02-06,electronics,298.9,2,0.15,social,US,67,21,1170.53,0
C00037,ORD002882,2023-09-06,toys,260.85,5,0.04,paid_search,FR,176,2,1752.99,0
C00747,ORD002883,2023-12-19,home_garden,307.56,3,0.37,organic_search,DE,365,31,559.28,0
C00879,ORD002884,2023-06-10,home_garden,250.61,1,0.36,email,AU,118,12,4794.37,0
C00135,ORD002885,2023-05-23,sports,126.79,4,0.05,email,UK,38,43,3351.38,1
C00374,ORD002886,2023-08-10,clothing,161.39,1,0.35,organic_search,AU,223,5,1570.18,1
C00057,ORD002887,2023-06-10,beauty,283.38,4,0.2,social,FR,333,27,2982.28,0
C00080,ORD002888,2023-06-06,clothing,344.49,4,0.01,direct,US,303,3,555.43,1
C00292,ORD002889,2023-08-02,books,52.54,1,0.29,direct,UK,248,33,2626.98,0
C00551,ORD002890,2023-11-01,clothing,23.94,4,0.26,email,UK,284,34,578.27,0
C00485,ORD002891,2023-12-29,beauty,368.26,1,0.21,referral,CA,215,39,238.27,1
C00037,ORD002892,2023-12-05,beauty,194.0,4,0.3,direct,UK,194,31,888.73,1
C00491,ORD002893,2023-03-21,books,246.7,1,0.29,direct,US,344,43,4718.76,1
C00159,ORD002894,2023-11-20,clothing,231.76,3,0.17,organic_search,AU,264,15,3638.49,0
C00030,ORD002895,2023-10-01,clothing,29.61,4,0.24,direct,DE,299,41,4943.34,1
C00657,ORD002896,2023-05-11,home_garden,488.59,5,0.22,email,AU,40,17,1943.77,1
C00037,ORD002897,2023-08-11,sports,265.79,4,0.18,organic_search,DE,172,49,2462.2,1
C00436,ORD002898,2023-06-05,home_garden,218.4,3,0.27,social,AU,106,20,1252.23,0
C00516,ORD002899,2023-01-25,books,329.63,2,0.24,paid_search,US,16,9,1753.95,0
C00355,ORD002900,2023-08-08,home_garden,380.42,2,0.1,email,FR,244,31,3975.06,1
C00205,ORD002901,2023-02-20,sports,250.09,5,0.19,direct,UK,212,7,1862.17,0
C00690,ORD002902,2023-03-20,electronics,426.8,2,0.11,organic_search,UK,191,19,1691.71,1
C00060,ORD002903,2023-06-25,home_garden,296.98,1,0.2,referral,FR,18,43,2822.29,0
C00864,ORD002904,2023-04-17,beauty,424.08,4,0.25,paid_search,DE,261,31,684.17,1
C00402,ORD002905,2023-04-20,electronics,105.09,3,0.1,paid_search,FR,30,2,159.24,1
C00229,ORD002906,2023-06-10,clothing,309.47,5,0.37,organic_search,AU,354,46,1397.12,1
C00582,ORD002907,2023-10-17,books,209.32,3,0.17,email,UK,262,40,2487.69,1
C00103,ORD002908,2023-09-25,beauty,400.23,2,0.06,paid_search,AU,167,41,2027.06,1
C00131,ORD002909,2023-05-08,electronics,69.17,3,0.02,email,FR,239,29,4267.05,0
C00105,ORD002910,2023-04-05,home_garden,44.01,3,0.21,referral,US,134,7,4615.91,0
C00170,ORD002911,2023-09-17,electronics,171.72,4,0.16,organic_search,FR,277,8,4250.51,1
C00131,ORD002912,2023-09-07,beauty,278.9,3,0.19,direct,US,298,36,1914.27,1
C00085,ORD002913,2023-06-17,clothing,239.45,5,0.13,direct,CA,155,20,784.91,1
C00819,ORD002914,2023-05-13,books,279.88,3,0.21,email,UK,36,16,4342.85,1
C00079,ORD002915,2023-06-03,home_garden,25.57,1,0.34,organic_search,DE,16,45,770.97,0
C00647,ORD002916,2023-10-28,toys,65.28,3,0.32,direct,UK,342,37,2049.73,1
C00026,ORD002917,2023-05-16,sports,465.69,1,0.35,direct,FR,63,7,4074.77,0
C00631,ORD002918,2023-03-06,books,161.09,4,0.38,referral,DE,73,20,3634.14,0
C00566,ORD002919,2023-12-09,toys,109.65,1,0.39,paid_search,CA,40,18,475.25,0
C00529,ORD002920,2023-02-23,electronics,472.21,5,0.25,social,US,175,6,3490.06,1
C00323,ORD002921,2023-11-22,electronics,225.24,5,0.27,social,CA,230,3,2516.62,0
C00587,ORD002922,2023-05-21,toys,28.64,4,0.18,social,FR,257,30,2637.57,1
C00203,ORD002923,2023-02-23,home_garden,405.62,3,0.31,email,CA,161,31,634.46,0
C00469,ORD002924,2023-06-17,books,488.47,5,0.11,organic_search,AU,137,2,1120.2,0
C00960,ORD002925,2023-08-19,home_garden,132.84,5,0.25,direct,AU,1,39,4713.42,1
C00110,ORD002926,2023-12-29,clothing,199.63,5,0.12,paid_search,FR,207,20,363.33,0
C00018,ORD002927,2023-04-25,clothing,216.18,4,0.14,organic_search,FR,330,36,236.91,0
C00971,ORD002928,2023-07-23,clothing,48.36,1,0.03,direct,DE,207,42,1668.11,1
C00097,ORD002929,2023-03-26,home_garden,116.8,1,0.16,social,US,31,18,2209.65,0
C00410,ORD002930,2023-08-26,beauty,153.66,5,0.15,referral,FR,298,34,2958.8,0
C00530,ORD002931,2023-02-05,sports,11.0,2,0.16,organic_search,US,27,30,3991.68,1
C00074,ORD002932,2023-08-16,sports,475.09,2,0.26,social,DE,158,39,994.38,1
C00957,ORD002933,2023-01-19,sports,266.26,1,0.37,organic_search,AU,54,37,3520.39,1
C00054,ORD002934,2023-01-19,home_garden,309.96,2,0.37,social,CA,150,6,4724.62,0
C00343,ORD002935,2023-10-31,sports,226.63,2,0.09,referral,FR,265,20,3321.32,0
C00719,ORD002936,2023-06-25,home_garden,470.36,2,0.23,organic_search,AU,348,2,4094.53,0
C00369,ORD002937,2023-05-05,electronics,438.83,1,0.12,referral,DE,298,12,1929.79,0
C00357,ORD002938,2023-04-20,books,196.03,1,0.38,direct,AU,331,30,1184.44,0
C00222,ORD002939,2023-10-18,toys,155.2,4,0.28,paid_search,CA,259,32,3591.11,1
C00941,ORD002940,2023-04-11,toys,374.39,5,0.33,direct,AU,168,43,1225.57,0
C00887,ORD002941,2023-09-03,books,406.97,5,0.18,organic_search,CA,359,6,4955.25,0
C00281,ORD002942,2023-10-23,clothing,396.56,4,0.37,email,AU,17,28,39.26,1
C00657,ORD002943,2023-02-21,sports,436.99,3,0.19,paid_search,US,62,25,689.87,1
C00715,ORD002944,2023-10-28,beauty,308.12,3,0.3,email,CA,205,14,4099.86,1
C00611,ORD002945,2023-08-18,electronics,55.3,3,0.27,referral,FR,167,24,2435.13,0
C00237,ORD002946,2023-11-03,books,122.48,2,0.19,organic_search,FR,276,26,1993.69,0
C00989,ORD002947,2023-03-19,home_garden,164.47,5,0.33,referral,US,168,2,3109.48,1
C00055,ORD002948,2023-01-04,electronics,335.07,1,0.27,referral,US,42,21,2126.42,1
C00867,ORD002949,2023-10-27,sports,100.3,3,0.32,referral,DE,320,33,418.68,0
C00876,ORD002950,2023-04-29,electronics,28.2,5,0.2,referral,UK,271,20,3333.39,0
C00587,ORD002951,2023-11-16,electronics,383.26,5,0.34,email,UK,100,44,4661.52,1
C00271,ORD002952,2023-12-07,home_garden,266.97,4,0.27,email,FR,125,41,4959.36,0
C00962,ORD002953,2023-07-05,home_garden,363.7,1,0.24,paid_search,US,271,36,689.7,1
C00421,ORD002954,2023-04-20,toys,45.4,4,0.33,organic_search,AU,196,5,3193.99,0
C00736,ORD002955,2023-04-25,toys,19.38,2,0.17,organic_search,FR,321,28,3041.68,1
C00194,ORD002956,2023-06-12,books,306.7,1,0.17,email,AU,140,1,4184.64,1
C00801,ORD002957,2023-10-23,books,38.52,5,0.29,referral,UK,175,9,3944.09,0
C00907,ORD002958,2023-11-22,toys,204.15,4,0.36,paid_search,AU,308,16,2310.87,1
C00867,ORD002959,2023-11-16,beauty,163.83,2,0.37,social,UK,314,27,3810.44,1
C00701,ORD002960,2023-09-24,home_garden,381.26,2,0.32,referral,FR,219,50,3520.34,1
C00520,ORD002961,2023-02-27,toys,486.14,1,0.03,paid_search,UK,23,28,1294.94,0
C00533,ORD002962,2023-01-13,home_garden,283.15,4,0.03,social,CA,359,23,2973.22,0
C00711,ORD002963,2023-01-29,toys,321.95,4,0.28,paid_search,AU,271,31,4646.07,1
C00945,ORD002964,2023-07-02,beauty,53.49,2,0.01,referral,CA,199,16,2345.13,1
C00183,ORD002965,2023-07-23,sports,363.8,2,0.06,social,DE,152,5,2680.59,1
C00638,ORD002966,2023-06-13,home_garden,330.66,5,0.23,email,AU,116,47,2282.31,0
C00585,ORD002967,2023-04-11,beauty,416.14,4,0.34,social,CA,34,37,4808.74,0
C00261,ORD002968,2023-08-20,home_garden,342.68,1,0.03,referral,UK,200,30,69.13,0
C00436,ORD002969,2023-03-17,home_garden,199.51,4,0.35,organic_search,US,82,24,4740.89,1
C00871,ORD002970,2023-03-24,clothing,107.96,1,0.22,social,AU,127,3,3718.15,0
C00150,ORD002971,2023-10-23,clothing,316.0,5,0.06,email,UK,87,8,206.18,1
C00734,ORD002972,2023-09-25,beauty,105.35,2,0.25,paid_search,FR,218,23,3814.86,1
C00358,ORD002973,2023-03-18,clothing,6.32,2,0.0,direct,AU,11,36,1481.68,0
C00260,ORD002974,2023-12-11,electronics,221.24,2,0.2,referral,AU,107,41,1983.84,1
C00640,ORD002975,2023-06-17,home_garden,169.35,1,0.01,social,US,16,33,582.97,1
C00551,ORD002976,2023-05-12,books,68.8,4,0.35,paid_search,FR,24,1,1056.92,1
C00463,ORD002977,2023-03-10,clothing,124.11,1,0.06,referral,DE,118,1,3529.89,1
C00279,ORD002978,2023-12-16,clothing,439.19,3,0.08,email,CA,104,37,582.49,1
C00587,ORD002979,2023-03-14,toys,478.57,1,0.35,organic_search,AU,363,26,1113.36,1
C00922,ORD002980,2023-08-07,beauty,195.83,5,0.19,referral,CA,4,16,1039.64,1
C00383,ORD002981,2023-05-23,home_garden,36.82,1,0.16,email,AU,135,38,2326.9,1
C00560,ORD002982,2023-05-28,home_garden,395.45,3,0.22,organic_search,CA,335,7,2454.11,1
C00595,ORD002983,2023-07-31,toys,348.18,5,0.0,paid_search,CA,49,8,1799.74,0
C00019,ORD002984,2023-12-01,beauty,482.34,4,0.25,referral,AU,50,47,3597.0,1
C00338,ORD002985,2023-03-25,books,169.05,2,0.28,referral,UK,68,43,3967.98,0
C00050,ORD002986,2023-06-16,beauty,419.54,2,0.39,referral,AU,325,20,1182.71,0
C00758,ORD002987,2023-01-30,books,426.16,3,0.2,email,UK,174,48,4353.13,1
C00373,ORD002988,2023-01-24,toys,57.72,1,0.37,paid_search,CA,163,33,3432.26,0
C00475,ORD002989,2023-08-17,books,273.93,5,0.07,organic_search,UK,42,29,1389.04,0
C00993,ORD002990,2023-05-02,electronics,131.09,3,0.32,direct,DE,3,46,3798.57,1
C00857,ORD002991,2023-10-06,sports,38.37,3,0.33,paid_search,UK,311,15,1846.2,0
C00983,ORD002992,2023-12-21,toys,151.03,3,0.24,paid_search,US,166,48,3969.32,0
C00454,ORD002993,2023-06-14,sports,250.48,5,0.39,organic_search,US,348,13,3928.42,0
C00817,ORD002994,2023-10-08,clothing,14.07,3,0.3,email,AU,73,29,4371.5,1
C00889,ORD002995,2023-12-16,electronics,48.44,4,0.0,direct,CA,271,37,2329.13,0
C00818,ORD002996,2023-02-25,home_garden,331.35,2,0.07,paid_search,UK,194,46,2613.22,0
C00063,ORD002997,2023-01-04,beauty,101.9,4,0.17,referral,US,66,43,2542.86,0
C00529,ORD002998,2023-10-28,beauty,362.15,1,0.27,email,CA,199,7,3704.96,0
C00749,ORD002999,2023-10-20,beauty,378.78,4,0.23,direct,UK,238,7,3170.67,0
C00713,ORD003000,2023-07-21,electronics,456.62,2,0.08,referral,AU,276,34,3386.36,0
C00150,ORD003001,2023-09-20,home_garden,368.27,5,0.34,direct,AU,262,42,533.52,0
C00265,ORD003002,2023-05-01,beauty,236.37,2,0.02,direct,US,330,1,2356.62,0
C00292,ORD003003,2023-11-12,beauty,490.21,3,0.31,social,AU,350,42,3300.64,0
C00318,ORD003004,2023-05-22,electronics,425.75,1,0.18,direct,UK,218,9,1934.15,0
C00352,ORD003005,2023-05-26,books,119.97,4,0.33,direct,US,352,26,164.65,0
C00266,ORD003006,2023-05-08,home_garden,291.97,5,0.08,direct,DE,168,41,3187.78,0
C00759,ORD003007,2023-01-28,sports,407.13,5,0.39,social,DE,160,29,2541.84,1
C00689,ORD003008,2023-09-12,home_garden,211.24,5,0.03,email,DE,158,14,4955.0,0
C00501,ORD003009,2023-12-22,clothing,33.11,4,0.26,organic_search,FR,238,30,4786.93,1
C00944,ORD003010,2023-12-18,books,430.64,3,0.26,referral,FR,1,32,2544.23,1
C00598,ORD003011,2023-03-22,clothing,99.42,5,0.13,organic_search,UK,96,27,2912.4,0
C00134,ORD003012,2023-10-11,home_garden,342.65,1,0.29,paid_search,US,70,44,4007.8,1
C00163,ORD003013,2023-08-23,clothing,160.21,3,0.32,social,DE,230,10,1319.78,0
C00193,ORD003014,2023-03-13,clothing,126.61,4,0.19,social,AU,313,22,4432.29,0
C00728,ORD003015,2023-07-02,home_garden,187.23,4,0.39,organic_search,UK,18,3,2061.26,0
C00076,ORD003016,2023-04-10,sports,487.32,3,0.37,social,DE,140,31,3997.99,1
C00164,ORD003017,2023-02-25,beauty,284.04,5,0.04,referral,UK,244,44,3664.77,0
C00863,ORD003018,2023-08-03,home_garden,19.68,4,0.04,paid_search,UK,76,35,3249.05,0
C00648,ORD003019,2023-01-14,home_garden,196.17,3,0.17,referral,CA,127,43,31.81,1
C00379,ORD003020,2023-06-15,toys,470.09,5,0.13,paid_search,AU,108,46,1670.82,1
C00511,ORD003021,2023-09-07,toys,271.77,3,0.37,paid_search,UK,330,9,2445.91,0
C00197,ORD003022,2023-10-23,books,302.3,3,0.27,email,US,14,34,897.94,1
C00251,ORD003023,2023-07-24,beauty,191.63,2,0.38,email,DE,8,12,4735.26,1
C00064,ORD003024,2023-10-16,sports,190.39,3,0.27,email,US,234,50,3031.41,1
C00962,ORD003025,2023-08-25,electronics,459.26,1,0.38,referral,US,88,3,288.53,0
C00214,ORD003026,2023-05-10,home_garden,307.74,4,0.17,email,UK,58,25,919.78,1
C00665,ORD003027,2023-04-10,books,122.65,2,0.24,referral,US,305,11,2894.18,1
C00665,ORD003028,2023-11-09,clothing,60.68,3,0.09,email,US,81,12,4599.02,1
C00057,ORD003029,2023-10-14,clothing,442.81,5,0.09,email,AU,143,12,2275.61,1
C00293,ORD003030,2023-11-14,beauty,165.45,5,0.21,email,UK,280,10,320.08,1
C00163,ORD003031,2023-12-21,books,261.68,1,0.38,paid_search,AU,295,36,274.55,1
C00426,ORD003032,2023-12-27,sports,186.01,5,0.13,referral,CA,251,27,75.57,0
C00839,ORD003033,2023-12-21,toys,14.63,4,0.35,social,AU,79,45,3141.86,0
C00351,ORD003034,2023-04-01,home_garden,233.21,4,0.22,referral,CA,240,32,2741.8,1
C00015,ORD003035,2023-08-15,electronics,406.18,5,0.11,social,AU,239,30,3879.43,1
C00445,ORD003036,2023-02-14,clothing,452.92,5,0.2,email,UK,279,20,783.77,0
C00815,ORD003037,2023-11-03,clothing,258.76,2,0.36,referral,FR,36,46,3223.07,1
C00123,ORD003038,2023-08-13,electronics,5.65,2,0.35,organic_search,FR,264,28,176.04,1
C00735,ORD003039,2023-07-23,beauty,260.08,2,0.03,referral,AU,193,20,4997.29,0
C00592,ORD003040,2023-07-08,books,36.73,4,0.23,paid_search,US,89,49,3811.14,1
C00571,ORD003041,2023-12-17,home_garden,122.92,3,0.27,social,US,204,2,432.86,0
C00632,ORD003042,2023-10-12,books,134.54,1,0.21,organic_search,FR,60,31,15.86,1
C00742,ORD003043,2023-12-17,sports,245.52,1,0.15,organic_search,AU,239,42,526.27,0
C00483,ORD003044,2023-05-27,electronics,146.07,2,0.17,direct,DE,190,47,2218.75,1
C00717,ORD003045,2023-03-19,books,456.45,4,0.03,organic_search,CA,34,6,184.59,0
C00948,ORD003046,2023-01-01,electronics,339.76,1,0.33,email,DE,185,2,3635.3,1
C00050,ORD003047,2023-03-18,home_garden,334.24,5,0.19,referral,FR,117,46,3416.56,1
C00084,ORD003048,2023-01-07,books,90.21,4,0.15,direct,DE,242,18,3245.63,0
C00670,ORD003049,2023-12-06,toys,468.85,2,0.35,email,CA,304,48,4938.94,1
C00261,ORD003050,2023-03-27,home_garden,79.92,5,0.31,social,FR,332,11,290.22,1
C00292,ORD003051,2023-02-27,home_garden,390.39,2,0.18,organic_search,FR,187,6,4503.28,0
C00245,ORD003052,2023-08-23,toys,491.73,2,0.35,email,AU,293,50,3919.0,1
C00389,ORD003053,2023-10-01,electronics,373.05,4,0.31,organic_search,DE,163,22,2487.06,1
C00815,ORD003054,2023-08-23,home_garden,301.36,1,0.32,direct,CA,315,47,1961.02,1
C00282,ORD003055,2023-05-20,beauty,308.08,5,0.02,social,DE,205,11,1423.37,1
C00365,ORD003056,2023-08-16,home_garden,136.44,1,0.23,direct,DE,223,14,921.46,1
C00250,ORD003057,2023-06-12,clothing,487.14,5,0.04,organic_search,US,354,4,4556.11,0
C00820,ORD003058,2023-12-21,toys,40.06,5,0.1,referral,AU,261,40,2773.98,0
C00330,ORD003059,2023-11-02,clothing,410.16,1,0.1,direct,AU,60,33,3333.38,1
C00675,ORD003060,2023-08-21,books,348.75,3,0.28,direct,US,20,10,747.51,0
C00272,ORD003061,2023-03-21,home_garden,310.02,4,0.27,paid_search,US,171,22,1489.57,0
C00843,ORD003062,2023-10-22,beauty,435.52,4,0.37,direct,US,312,10,4842.24,0
C00824,ORD003063,2023-05-25,sports,486.01,3,0.24,direct,CA,228,20,1939.12,1
C00598,ORD003064,2023-05-07,sports,479.41,4,0.29,social,FR,242,12,412.21,0
C00470,ORD003065,2023-04-04,sports,171.29,1,0.32,social,UK,318,12,2124.88,0
C00860,ORD003066,2023-08-08,beauty,460.14,5,0.26,email,DE,277,34,2310.51,1
C00301,ORD003067,2023-05-23,home_garden,258.8,4,0.3,organic_search,UK,142,1,586.58,0
C00140,ORD003068,2023-10-25,books,491.94,4,0.4,organic_search,FR,168,39,2180.47,0
C00341,ORD003069,2023-12-06,electronics,494.0,5,0.08,email,UK,264,39,145.8,1
C00286,ORD003070,2023-09-28,home_garden,394.87,4,0.24,email,FR,342,23,2041.55,0
C00072,ORD003071,2023-07-04,sports,279.42,4,0.05,paid_search,FR,122,4,4830.78,0
C00029,ORD003072,2023-12-03,sports,170.97,3,0.21,social,UK,52,25,185.26,0
C00461,ORD003073,2023-11-22,home_garden,124.43,1,0.09,email,FR,90,42,3580.21,0
C00070,ORD003074,2023-10-02,sports,319.69,2,0.11,email,CA,214,13,4309.27,0
C00108,ORD003075,2023-03-08,books,42.87,5,0.28,email,DE,95,36,4521.35,1
C00818,ORD003076,2023-01-25,sports,211.02,3,0.28,social,CA,318,33,1663.33,1
C00238,ORD003077,2023-07-01,sports,166.42,3,0.03,organic_search,UK,321,36,3406.5,1
C00143,ORD003078,2023-02-08,clothing,457.86,5,0.28,email,AU,299,3,4557.55,1
C00976,ORD003079,2023-11-11,home_garden,198.11,5,0.21,social,UK,274,33,4453.9,0
C00861,ORD003080,2023-09-30,home_garden,227.26,1,0.13,organic_search,UK,40,43,1108.89,0
C00835,ORD003081,2023-11-12,beauty,279.97,4,0.04,referral,UK,107,48,805.12,1
C00889,ORD003082,2023-08-10,sports,263.86,3,0.05,email,FR,246,35,1952.1,1
C00555,ORD003083,2023-12-26,books,390.01,2,0.19,direct,AU,193,2,3614.65,1
C00518,ORD003084,2023-09-05,sports,282.71,3,0.18,organic_search,FR,3,27,918.16,0
C00844,ORD003085,2023-04-24,home_garden,320.67,3,0.33,referral,FR,188,31,1221.16,0
C00178,ORD003086,2023-04-09,books,68.89,4,0.2,referral,US,28,17,1659.65,0
C00366,ORD003087,2023-12-28,beauty,237.56,1,0.38,email,UK,325,43,4126.32,1
C00353,ORD003088,2023-08-18,electronics,159.53,2,0.32,organic_search,FR,78,22,1717.49,1
C00421,ORD003089,2023-09-24,beauty,364.59,2,0.39,email,AU,332,3,1472.93,1
C00489,ORD003090,2023-10-13,beauty,427.64,1,0.14,direct,AU,326,19,2004.66,0
C00239,ORD003091,2023-09-28,sports,421.5,3,0.15,organic_search,CA,142,33,3359.3,0
C00765,ORD003092,2023-12-10,sports,252.23,2,0.08,referral,UK,319,5,4824.57,1
C00558,ORD003093,2023-11-05,home_garden,179.36,4,0.37,email,US,5,43,4246.58,0
C00245,ORD003094,2023-12-13,beauty,134.58,3,0.23,direct,FR,142,11,2114.51,1
C00423,ORD003095,2023-01-13,books,279.8,3,0.08,organic_search,UK,24,15,4298.68,1
C00524,ORD003096,2023-01-15,books,63.08,5,0.2,email,UK,278,15,1246.28,1
C00640,ORD003097,2023-01-28,home_garden,446.09,5,0.31,organic_search,US,276,44,94.37,1
C00839,ORD003098,2023-04-22,clothing,231.23,2,0.13,email,US,66,41,3283.13,1
C00524,ORD003099,2023-08-24,electronics,499.0,4,0.15,email,FR,317,24,2318.77,0
C00684,ORD003100,2023-06-01,home_garden,480.55,3,0.23,direct,DE,189,24,136.84,1
C00919,ORD003101,2023-11-29,clothing,345.72,4,0.05,referral,FR,42,29,582.52,0
C00897,ORD003102,2023-05-27,electronics,281.78,5,0.14,paid_search,FR,160,9,3697.95,0
C00376,ORD003103,2023-03-15,toys,466.85,4,0.36,direct,FR,256,11,3876.46,1
C00666,ORD003104,2023-06-10,electronics,437.46,5,0.25,paid_search,US,153,24,2462.22,0
C00328,ORD003105,2023-03-18,electronics,402.9,1,0.32,referral,UK,242,41,1934.73,0
C00269,ORD003106,2023-08-26,clothing,17.73,5,0.06,organic_search,UK,185,44,4292.63,1
C00960,ORD003107,2023-02-16,toys,88.42,3,0.35,social,US,359,12,2917.92,0
C00447,ORD003108,2023-04-30,home_garden,323.77,1,0.23,organic_search,UK,45,36,4506.88,1
C00851,ORD003109,2023-12-04,clothing,180.02,5,0.13,direct,US,362,2,1418.74,0
C00623,ORD003110,2023-05-10,electronics,72.47,2,0.36,social,CA,208,1,440.86,0
C00090,ORD003111,2023-02-28,clothing,400.96,2,0.1,direct,FR,187,31,352.6,1
C00786,ORD003112,2023-12-18,beauty,219.04,2,0.36,email,DE,212,6,936.34,1
C00840,ORD003113,2023-03-07,electronics,385.16,2,0.01,paid_search,DE,44,45,3541.67,0
C00230,ORD003114,2023-01-21,electronics,148.55,3,0.22,paid_search,DE,269,39,263.19,1
C00541,ORD003115,2023-12-31,electronics,291.31,4,0.12,social,UK,96,8,4124.26,1
C00590,ORD003116,2023-10-30,electronics,259.0,1,0.27,paid_search,CA,200,36,3638.03,0
C00097,ORD003117,2023-08-15,clothing,120.58,4,0.35,referral,AU,250,4,4958.59,0
C00729,ORD003118,2023-12-23,electronics,456.09,1,0.0,referral,UK,353,36,4510.55,1
C00118,ORD003119,2023-09-17,toys,382.55,3,0.01,organic_search,US,122,47,1037.66,1
C00782,ORD003120,2023-05-08,home_garden,476.58,3,0.24,email,US,252,5,1287.95,1
C00789,ORD003121,2023-07-20,home_garden,33.73,4,0.18,referral,UK,183,46,4299.72,0
C00232,ORD003122,2023-02-08,toys,191.78,2,0.05,organic_search,UK,339,32,4798.81,0
C00079,ORD003123,2023-02-17,books,486.35,1,0.13,referral,AU,15,13,3800.86,0
C00389,ORD003124,2023-04-16,electronics,215.14,4,0.01,social,DE,311,18,2018.94,0
C00858,ORD003125,2023-07-23,sports,344.78,2,0.34,paid_search,UK,111,45,2311.45,1
C00111,ORD003126,2023-12-15,home_garden,263.84,1,0.31,direct,AU,33,18,3283.26,0
C00203,ORD003127,2023-05-08,clothing,112.02,2,0.34,email,CA,273,50,2459.69,1
C00713,ORD003128,2023-10-05,books,265.44,2,0.25,referral,UK,124,30,1681.92,0
C00861,ORD003129,2023-10-23,sports,97.32,5,0.34,social,DE,354,10,3432.62,0
C00346,ORD003130,2023-05-21,home_garden,161.6,1,0.08,organic_search,DE,215,2,4819.64,0
C00532,ORD003131,2023-03-26,toys,376.74,4,0.2,direct,UK,280,46,2450.3,1
C00577,ORD003132,2023-11-22,clothing,76.96,2,0.21,organic_search,CA,355,16,2061.86,0
C00532,ORD003133,2023-06-09,sports,213.44,3,0.21,referral,AU,364,18,500.34,1
C00786,ORD003134,2023-02-15,clothing,24.1,2,0.04,social,CA,86,37,2216.9,1
C00125,ORD003135,2023-05-14,home_garden,259.13,1,0.21,organic_search,FR,137,17,3998.27,1
C00183,ORD003136,2023-10-06,electronics,354.83,2,0.28,organic_search,US,212,35,1912.23,1
C00396,ORD003137,2023-01-16,toys,103.13,4,0.03,direct,DE,85,26,3745.09,1
C00341,ORD003138,2023-06-24,home_garden,356.09,3,0.15,social,CA,89,48,1997.2,0
C00389,ORD003139,2023-09-17,toys,131.47,2,0.2,organic_search,CA,13,13,1457.44,0
C00280,ORD003140,2023-11-20,books,160.81,3,0.34,social,FR,210,28,153.02,1
C00008,ORD003141,2023-02-14,electronics,302.48,4,0.26,paid_search,UK,254,50,757.68,1
C00536,ORD003142,2023-07-12,toys,295.59,3,0.27,referral,US,333,47,4829.87,1
C00894,ORD003143,2023-04-17,sports,399.93,2,0.21,referral,US,297,21,4190.28,0
C00022,ORD003144,2023-10-27,clothing,133.03,5,0.23,email,FR,184,3,2722.54,1
C00422,ORD003145,2023-12-21,toys,133.51,1,0.1,direct,FR,128,36,1367.33,0
C00985,ORD003146,2023-08-31,toys,234.38,1,0.28,paid_search,AU,292,22,3565.52,0
C00898,ORD003147,2023-12-30,electronics,155.92,2,0.24,social,CA,145,40,3746.74,1
C00338,ORD003148,2023-05-31,clothing,418.48,4,0.34,referral,CA,222,9,2378.51,1
C00008,ORD003149,2023-01-07,electronics,210.38,1,0.26,email,UK,138,20,2310.18,0
C00292,ORD003150,2023-12-23,toys,162.87,2,0.09,referral,US,209,46,1072.16,1
C00167,ORD003151,2023-08-05,home_garden,455.18,5,0.24,referral,US,351,44,4262.69,1
C00456,ORD003152,2023-01-07,sports,280.31,1,0.05,referral,DE,145,41,3284.0,1
C00975,ORD003153,2023-02-08,books,370.53,1,0.34,direct,CA,286,19,458.41,0
C00296,ORD003154,2023-03-30,books,354.28,2,0.13,social,UK,277,13,3203.13,0
C00691,ORD003155,2023-10-01,toys,238.58,3,0.34,referral,AU,293,36,632.22,1
C00941,ORD003156,2023-03-12,sports,443.2,4,0.11,email,FR,241,7,4141.41,1
C00574,ORD003157,2023-03-08,books,365.83,1,0.33,email,US,345,34,3954.08,1
C00955,ORD003158,2023-01-02,sports,365.22,1,0.05,email,US,38,20,4665.79,1
C00391,ORD003159,2023-12-31,books,45.45,1,0.4,direct,UK,30,49,2887.05,1
